Time,power_kW
2019-10-01 8:05:00,207.0885
2019-10-01 8:10:00,208.5446
2019-10-01 8:15:00,283.3372
2019-10-01 8:20:00,292.6746
2019-10-01 8:25:00,269.466
2019-10-01 8:30:00,278.9561
2019-10-01 8:35:00,275.2542
2019-10-01 8:40:00,275.3637
2019-10-01 8:45:00,283.1772
2019-10-01 8:50:00,283.8323
2019-10-01 8:55:00,293.9755
2019-10-01 9:00:00,288.2342
2019-10-01 9:05:00,296.3068
2019-10-01 9:10:00,308.422
2019-10-01 9:15:00,311.4832
2019-10-01 9:20:00,332.2518
2019-10-01 9:25:00,327.966
2019-10-01 9:30:00,341.7556
2019-10-01 9:35:00,337.3806
2019-10-01 9:40:00,325.1279
2019-10-01 9:45:00,325.6448
2019-10-01 9:50:00,335.7071
2019-10-01 9:55:00,351.162
2019-10-01 10:00:00,337.1152
2019-10-01 10:05:00,338.1302
2019-10-01 10:10:00,371.408
2019-10-01 10:15:00,338.5123
2019-10-01 10:20:00,350.1042
2019-10-01 10:25:00,331.9519
2019-10-01 10:30:00,350.7066
2019-10-01 10:35:00,356.8779
2019-10-01 10:40:00,348.7776
2019-10-01 10:45:00,366.2689
2019-10-01 10:50:00,367.3756
2019-10-01 10:55:00,377.63
2019-10-01 11:00:00,363.126
2019-10-01 11:05:00,367.7952
2019-10-01 11:10:00,358.7608
2019-10-01 11:15:00,362.7801
2019-10-01 11:20:00,363.7206
2019-10-01 11:25:00,361.4894
2019-10-01 11:30:00,357.6634
2019-10-01 11:35:00,360.5148
2019-10-01 11:40:00,360.0586
2019-10-01 11:45:00,364.9675
2019-10-01 11:50:00,355.6653
2019-10-01 11:55:00,366.8877
2019-10-01 12:00:00,361.8272
2019-10-01 12:05:00,358.0157
2019-10-01 12:10:00,353.9196
2019-10-01 12:15:00,359.9316
2019-10-01 12:20:00,370.4235
2019-10-01 12:25:00,362.6714
2019-10-01 12:30:00,349.4412
2019-10-01 12:35:00,371.9807
2019-10-01 12:40:00,353.5034
2019-10-02 8:35:00,210.9127
2019-10-02 8:45:00,211.5899
2019-10-02 9:00:00,207.8569
2019-10-02 9:20:00,279.3871
2019-10-03 9:50:00,328.1709
2019-10-03 9:55:00,344.0197
2019-10-03 10:00:00,342.8156
2019-10-03 10:05:00,347.3205
2019-10-03 10:10:00,337.5146
2019-10-03 10:15:00,339.5639
2019-10-03 10:20:00,344.4495
2019-10-03 10:25:00,343.6735
2019-10-03 10:30:00,340.9934
2019-10-03 10:35:00,361.7165
2019-10-03 10:40:00,363.4318
2019-10-03 10:45:00,339.07
2019-10-03 10:50:00,347.7897
2019-10-03 10:55:00,348.1622
2019-10-03 11:00:00,344.0083
2019-10-03 11:05:00,350.8078
2019-10-03 11:10:00,339.7119
2019-10-03 11:15:00,347.6922
2019-10-03 11:20:00,348.7096
2019-10-03 11:25:00,363.0123
2019-10-03 11:30:00,359.2201
2019-10-03 11:35:00,348.2349
2019-10-03 11:40:00,351.6654
2019-10-03 11:45:00,334.8553
2019-10-03 11:50:00,391.2688
2019-10-03 11:55:00,361.2281
2019-10-03 12:00:00,350.9358
2019-10-03 12:05:00,347.3263
2019-10-03 12:10:00,339.9525
2019-10-03 12:15:00,358.1652
2019-10-03 12:20:00,345.7309
2019-10-03 12:25:00,343.3901
2019-10-03 12:30:00,341.6968
2019-10-03 12:35:00,343.5964
2019-10-03 12:40:00,357.254
2019-10-03 12:45:00,348.3557
2019-10-03 12:50:00,342.2731
2019-10-03 12:55:00,348.334
2019-10-03 13:00:00,347.3416
2019-10-03 13:05:00,354.7484
2019-10-03 13:10:00,346.8771
2019-10-03 13:15:00,358.9286
2019-10-03 13:20:00,353.0362
2019-10-03 13:25:00,350.2539
2019-10-03 13:30:00,354.0022
2019-10-03 13:35:00,348.8817
2019-10-03 13:40:00,359.6712
2019-10-03 13:45:00,359.0331
2019-10-03 13:50:00,343.397
2019-10-03 13:55:00,331.4292
2019-10-03 14:00:00,347.8605
2019-10-03 14:05:00,339.5942
2019-10-03 14:10:00,356.4741
2019-10-03 14:15:00,337.0246
2019-10-03 14:20:00,359.5797
2019-10-03 14:25:00,361.1144
2019-10-03 14:30:00,331.2638
2019-10-03 14:35:00,348.124
2019-10-03 14:40:00,343.4213
2019-10-03 14:45:00,350.3946
2019-10-03 14:50:00,357.1354
2019-10-03 14:55:00,367.3971
2019-10-03 15:00:00,352.6927
2019-10-03 15:05:00,350.9968
2019-10-03 15:10:00,349.9465
2019-10-03 15:15:00,368.4538
2019-10-03 15:20:00,352.1268
2019-10-03 15:25:00,351.3638
2019-10-03 15:30:00,350.2208
2019-10-03 15:35:00,344.2494
2019-10-03 15:40:00,345.0055
2019-10-03 15:45:00,355.2669
2019-10-03 15:50:00,352.7643
2019-10-03 22:25:00,229.046
2019-10-03 22:30:00,233.673
2019-10-03 22:35:00,227.0462
2019-10-03 22:40:00,228.8456
2019-10-03 22:45:00,224.9963
2019-10-03 22:50:00,221.6475
2019-10-03 22:55:00,225.4102
2019-10-03 23:00:00,219.1603
2019-10-03 23:05:00,229.6035
2019-10-03 23:10:00,227.2204
2019-10-03 23:15:00,223.753
2019-10-03 23:20:00,222.2327
2019-10-03 23:25:00,220.6504
2019-10-03 23:30:00,219.6676
2019-10-03 23:35:00,222.0365
2019-10-03 23:40:00,230.1809
2019-10-03 23:45:00,219.9613
2019-10-03 23:50:00,203.0777
2019-10-03 23:55:00,206.2311
2019-10-04 0:00:00,222.3097
2019-10-04 0:05:00,221.4592
2019-10-04 0:10:00,223.998
2019-10-04 0:15:00,218.0659
2019-10-04 0:20:00,211.7482
2019-10-04 0:25:00,212.9353
2019-10-04 0:30:00,213.587
2019-10-04 0:35:00,210.1294
2019-10-04 0:40:00,208.9719
2019-10-04 0:45:00,204.3925
2019-10-04 0:50:00,206.1853
2019-10-04 0:55:00,209.5593
2019-10-04 1:00:00,208.4168
2019-10-04 1:05:00,205.3769
2019-10-04 1:10:00,210.7715
2019-10-04 1:15:00,210.6068
2019-10-04 1:20:00,202.6246
2019-10-04 1:25:00,209.0364
2019-10-04 1:30:00,209.564
2019-10-04 1:35:00,206.6881
2019-10-04 1:40:00,207.6302
2019-10-04 1:45:00,202.5188
2019-10-04 1:50:00,201.9667
2019-10-04 1:55:00,213.5639
2019-10-04 2:00:00,205.5973
2019-10-04 2:05:00,206.1254
2019-10-04 2:10:00,201.9476
2019-10-04 2:15:00,203.1786
2019-10-04 2:20:00,201.9164
2019-10-04 2:25:00,205.5127
2019-10-04 2:30:00,202.856
2019-10-04 2:35:00,204.4772
2019-10-04 2:40:00,200.9047
2019-10-04 2:45:00,200.7084
2019-10-04 2:50:00,203.3714
2019-10-04 2:55:00,198.0198
2019-10-04 3:00:00,203.5282
2019-10-04 3:05:00,198.4132
2019-10-04 3:10:00,200.5591
2019-10-04 3:15:00,201.9318
2019-10-04 3:20:00,200.8369
2019-10-04 3:25:00,199.0908
2019-10-04 3:30:00,201.2405
2019-10-04 3:35:00,199.4887
2019-10-04 3:40:00,195.956
2019-10-04 3:45:00,196.4477
2019-10-04 3:50:00,196.999
2019-10-04 3:55:00,201.7711
2019-10-04 4:00:00,200.0434
2019-10-04 4:05:00,199.1357
2019-10-04 4:10:00,201.2657
2019-10-04 4:15:00,195.0566
2019-10-04 4:20:00,194.7828
2019-10-04 4:25:00,197.6945
2019-10-04 4:30:00,201.3354
2019-10-04 4:35:00,197.3753
2019-10-04 4:40:00,198.3854
2019-10-04 4:45:00,199.0814
2019-10-04 4:50:00,198.7879
2019-10-04 4:55:00,198.4741
2019-10-04 5:00:00,195.1751
2019-10-04 5:05:00,194.2571
2019-10-04 5:10:00,195.8087
2019-10-04 5:15:00,191.7978
2019-10-04 5:20:00,198.4174
2019-10-04 5:25:00,198.1547
2019-10-04 5:30:00,198.4133
2019-10-04 5:35:00,195.6342
2019-10-04 5:40:00,190.5595
2019-10-04 5:45:00,196.4183
2019-10-04 5:50:00,195.5345
2019-10-04 5:55:00,197.8606
2019-10-04 6:00:00,197.1525
2019-10-04 6:05:00,195.8338
2019-10-04 6:10:00,195.4873
2019-10-04 6:15:00,205.3765
2019-10-04 6:20:00,198.8513
2019-10-04 6:25:00,193.048
2019-10-04 6:30:00,192.4942
2019-10-04 6:35:00,197.4454
2019-10-04 6:40:00,191.3151
2019-10-04 6:45:00,190.9692
2019-10-04 6:50:00,190.3559
2019-10-04 6:55:00,190.5383
2019-10-04 7:00:00,189.7199
2019-10-04 7:05:00,185.2546
2019-10-04 7:10:00,184.6308
2019-10-04 7:15:00,187.431
2019-10-04 7:20:00,206.1817
2019-10-04 7:25:00,184.9085
2019-10-04 7:30:00,186.4027
2019-10-04 7:35:00,190.2589
2019-10-04 7:40:00,188.9312
2019-10-04 7:45:00,188.755
2019-10-04 7:50:00,190.7787
2019-10-04 7:55:00,212.9746
2019-10-04 8:00:00,202.2151
2019-10-04 8:05:00,191.7997
2019-10-04 8:10:00,194.841
2019-10-04 8:15:00,212.3028
2019-10-04 8:20:00,203.5796
2019-10-04 8:25:00,197.766
2019-10-04 8:30:00,260.8414
2019-10-04 8:35:00,267.7915
2019-10-04 8:40:00,261.0582
2019-10-04 8:45:00,258.842
2019-10-04 8:50:00,263.7599
2019-10-04 8:55:00,284.5285
2019-10-04 9:00:00,282.8151
2019-10-04 9:05:00,296.8518
2019-10-04 9:10:00,288.674
2019-10-04 9:15:00,305.7857
2019-10-04 9:20:00,297.8495
2019-10-04 9:25:00,301.2146
2019-10-04 9:30:00,309.4204
2019-10-04 9:35:00,296.6393
2019-10-04 9:40:00,306.2601
2019-10-04 9:45:00,307.7809
2019-10-04 9:50:00,330.0015
2019-10-04 9:55:00,320.1595
2019-10-04 10:00:00,324.105
2019-10-04 10:05:00,337.6177
2019-10-04 10:10:00,330.6174
2019-10-04 10:15:00,318.7089
2019-10-04 10:20:00,334.0351
2019-10-04 10:25:00,332.4013
2019-10-04 11:15:00,380.8929
2019-10-04 11:20:00,387.2821
2019-10-04 11:25:00,381.7455
2019-10-04 11:30:00,398.7207
2019-10-04 11:35:00,380.9194
2019-10-04 11:40:00,384.799
2019-10-04 11:45:00,387.8691
2019-10-04 11:50:00,369.0385
2019-10-04 11:55:00,362.7568
2019-10-04 12:00:00,370.6395
2019-10-04 12:05:00,353.8524
2019-10-04 12:10:00,359.6228
2019-10-04 12:15:00,358.5916
2019-10-04 12:20:00,358.5816
2019-10-04 12:25:00,364.699
2019-10-04 12:30:00,352.4559
2019-10-04 12:35:00,389.2726
2019-10-04 12:40:00,352.2799
2019-10-04 12:45:00,350.6298
2019-10-04 12:50:00,340.0557
2019-10-04 12:55:00,339.9486
2019-10-04 13:00:00,347.3024
2019-10-04 13:05:00,350.7653
2019-10-04 13:10:00,353.9422
2019-10-04 13:15:00,346.6227
2019-10-04 13:20:00,338.5958
2019-10-04 13:25:00,332.5017
2019-10-04 13:30:00,351.8877
2019-10-04 15:05:00,358.1659
2019-10-04 15:10:00,357.6275
2019-10-04 15:15:00,351.6053
2019-10-04 15:20:00,371.8341
2019-10-04 15:25:00,364.439
2019-10-04 15:30:00,362.93
2019-10-04 15:35:00,359.6737
2019-10-04 15:40:00,364.0798
2019-10-04 15:45:00,339.2276
2019-10-04 15:50:00,358.4805
2019-10-04 15:55:00,359.6593
2019-10-04 16:00:00,360.6192
2019-10-04 16:05:00,366.7767
2019-10-04 16:10:00,358.5122
2019-10-04 16:15:00,349.2604
2019-10-04 16:20:00,343.66
2019-10-04 16:25:00,351.1952
2019-10-04 16:30:00,369.9066
2019-10-04 16:35:00,353.4968
2019-10-04 16:40:00,387.9491
2019-10-04 16:45:00,367.2506
2019-10-04 16:50:00,342.8034
2019-10-04 16:55:00,343.0039
2019-10-04 17:00:00,338.7843
2019-10-04 17:05:00,336.4666
2019-10-04 17:10:00,340.2585
2019-10-04 17:15:00,332.355
2019-10-04 17:20:00,335.0957
2019-10-04 17:25:00,332.375
2019-10-04 17:30:00,337.8953
2019-10-04 17:35:00,333.553
2019-10-04 17:40:00,332.0201
2019-10-04 17:45:00,343.5249
2019-10-04 17:50:00,323.7348
2019-10-04 17:55:00,320.7219
2019-10-04 18:00:00,323.1213
2019-10-04 18:05:00,330.649
2019-10-04 18:10:00,331.3451
2019-10-04 18:15:00,322.1356
2019-10-04 18:20:00,326.4123
2019-10-04 18:25:00,313.5937
2019-10-04 18:30:00,337.5547
2019-10-04 18:35:00,327.0231
2019-10-04 18:40:00,315.3791
2019-10-04 18:45:00,324.9244
2019-10-04 18:50:00,312.4711
2019-10-04 18:55:00,322.5588
2019-10-04 19:00:00,320.7292
2019-10-04 19:05:00,314.3768
2019-10-04 19:10:00,313.0008
2019-10-04 19:15:00,314.4343
2019-10-04 19:20:00,308.7973
2019-10-04 19:25:00,311.0639
2019-10-04 19:30:00,306.8608
2019-10-04 19:35:00,312.9825
2019-10-04 19:40:00,305.4444
2019-10-04 19:45:00,311.4319
2019-10-04 19:50:00,308.775
2019-10-04 19:55:00,318.0903
2019-10-04 20:00:00,298.6352
2019-10-04 20:05:00,303.478
2019-10-04 20:10:00,294.5139
2019-10-04 20:15:00,293.3619
2019-10-04 20:20:00,299.4019
2019-10-04 20:25:00,228.9349
2019-10-04 20:30:00,241.1287
2019-10-04 20:35:00,252.1912
2019-10-04 20:40:00,235.3512
2019-10-04 20:45:00,234.1027
2019-10-04 20:50:00,236.9204
2019-10-04 20:55:00,230.9505
2019-10-04 21:00:00,232.9138
2019-10-04 21:05:00,230.6598
2019-10-04 21:10:00,232.6348
2019-10-04 21:15:00,228.1689
2019-10-04 21:20:00,247.8233
2019-10-04 21:25:00,241.3225
2019-10-04 21:30:00,232.8698
2019-10-04 21:35:00,237.3843
2019-10-04 21:40:00,235.7727
2019-10-04 21:45:00,232.6896
2019-10-04 21:50:00,226.311
2019-10-04 21:55:00,230.3036
2019-10-04 22:00:00,257.3368
2019-10-04 22:05:00,256.1091
2019-10-04 22:10:00,275.6712
2019-10-04 22:15:00,277.2255
2019-10-04 22:20:00,276.6444
2019-10-04 22:25:00,279.6026
2019-10-04 22:30:00,287.2624
